PO,Order date,Last updated,PO Status,Confirmation Status,Ship-to location,ASIN,SKU,Model,Brand,Accepted quantity,Received quantity,Remaining quantity,Cancelled quantity,Cost,Currency,Total accepted cost,Total remaining cost,Receive Status
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0FQBWV1ST,FBA79840,AH-60-RD,Audio Array,6,0,6,0,1548.9,INR,9293.400000000001,9293.400000000001,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0B4G59Y8W,FBA75689,AM-W13,Audio Array,1,0,1,0,1616.28,INR,1616.28,1616.28,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0FJ2K95XT,FBA79824,GB-01 (AM-C43 +AI-10),Audio Array,2,0,2,0,4194.22,INR,8388.44,8388.44,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0CKHVHVQ1,FBA79005,AM-W45,Audio Array,5,0,5,0,3669.85,INR,18349.25,18349.25,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0FQBXS6Y2,FBA79839,AH-45 BK,Audio Array,10,0,10,0,1087.07,INR,10870.699999999999,10870.699999999999,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0DFMLS8JG,FBA79445,AM-W32,Audio Array,2,0,2,0,2865.83,INR,5731.66,5731.66,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0FTVQQVDC,FBA79904,PB-10 (AM-C2+AI-04+AH-60-BL),Audio Array,6,0,6,0,7899.72,INR,47398.32,47398.32,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0BPM2T7BQ,FBA76863,AI-03,Audio Array,2,0,2,0,2935.74,INR,5871.48,5871.48,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0FFB6YJM1,FBA79708,SB-01,Audio Array,2,0,2,0,959.11,INR,1918.22,1918.22,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0D3M86SH1,FBA79355,AA-19BL,Audio Array,1,0,1,0,3202.75,INR,3202.75,3202.75,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0G4DNF8RZ,FBA79842,AM-C48,Audio Array,2,0,2,0,2586.17,INR,5172.34,5172.34,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0DT6T6N6B,FBA79694,AA-26,Audio Array,36,0,36,0,412.5,INR,14850.0,14850.0,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0FJ2DT13L,FBA79825,GB-02 (AM-C43 + AI-11),Audio Array,2,0,2,0,3005.66,INR,6011.32,6011.32,NOT_RECEIVED
52XAIA4U,2026-02-09T01:38:05Z,2026-03-14T14:28:16Z,CLOSED,ACCEPTED,ISK3,B0B4G89VQJ,FBA75686,AM-W10,Audio Array,1,0,1,0,3215.4,INR,3215.4,3215.4,NOT_RECEIVED
52XAIA4U,2026-02-09T01:38:05Z,2026-03-14T14:28:16Z,CLOSED,ACCEPTED,ISK3,B0CKHVHVQ1,FBA79005,AM-W45,Audio Array,5,4,1,0,3669.85,INR,18349.25,3669.85,RECEIVED
51DHR16H,2026-05-11T02:10:52Z,2026-06-03T07:18:49Z,OPEN,ACCEPTED,MAA4,B0GN2LHJY4,FBA80007,MT-12,Audio Array,1,0,1,0,6641.25,INR,6641.25,6641.25,NOT_RECEIVED
51DHR16H,2026-05-11T02:10:52Z,2026-06-03T07:18:49Z,OPEN,ACCEPTED,MAA4,B0GN8RQJRG,FBA79979,AK-37-B,Audio Array,3,0,3,0,2795.91,INR,8387.73,8387.73,NOT_RECEIVED
51DHR16H,2026-05-11T02:10:52Z,2026-06-03T07:18:49Z,OPEN,ACCEPTED,MAA4,B0B4G89VQJ,FBA75686,AM-W10,Audio Array,1,0,1,0,3215.4,INR,3215.4,3215.4,NOT_RECEIVED
51DHR16H,2026-05-11T02:10:52Z,2026-06-03T07:18:49Z,OPEN,ACCEPTED,MAA4,B0G3B677Z5,FBA79969,UB-03 (AM-S1 + AA-22),Audio Array,6,0,6,0,9088.28,INR,54529.68000000001,54529.68000000001,NOT_RECEIVED
51DHR16H,2026-05-11T02:10:52Z,2026-06-03T07:18:49Z,OPEN,ACCEPTED,MAA4,B0CM6NVLT9,FBA79104,AI-11,Audio Array,2,0,2,0,1087.07,INR,2174.14,2174.14,NOT_RECEIVED
51DHR16H,2026-05-11T02:10:52Z,2026-06-03T07:18:49Z,OPEN,ACCEPTED,MAA4,B0G2C2RCXN,FBA79967,AM-W19,Audio Array,1,0,1,0,1481.53,INR,1481.53,1481.53,NOT_RECEIVED
51DHR16H,2026-05-11T02:10:52Z,2026-06-03T07:18:49Z,OPEN,ACCEPTED,MAA4,B0FN7B3KWS,FBA79845,UB-02 (AM-S1 + AA-21),Audio Array,2,0,2,0,9088.28,INR,18176.56,18176.56,NOT_RECEIVED
51DHR16H,2026-05-11T02:10:52Z,2026-06-03T07:18:49Z,OPEN,ACCEPTED,MAA4,B0CM6WH4ZT,FBA79105,AI-12,Audio Array,1,0,1,0,1023.09,INR,1023.09,1023.09,NOT_RECEIVED
4YK65VSH,2026-06-01T02:09:36Z,2026-06-14T16:23:58Z,OPEN,ACCEPTED,BOM5,B0G53H49BS,FBA79961,AI-13,Audio Array,67,0,67,0,2020.51,INR,135374.17,135374.17,NOT_RECEIVED
4YK65VSH,2026-06-01T02:09:36Z,2026-06-14T16:23:58Z,OPEN,ACCEPTED,BOM5,B0GCP1J2HC,FBA79972,M8,Audio Array,5,0,5,0,5942.1,INR,29710.5,29710.5,NOT_RECEIVED
4X8M2AFY,2026-03-02T01:08:51Z,2026-04-04T14:30:25Z,CLOSED,ACCEPTED,ISK3,B0CH4VCD6R,FBA77171,AC-6XL,Audio Array,1,0,1,0,412.5,INR,412.5,412.5,NOT_RECEIVED
4PUES2LL,2026-01-19T01:27:42Z,2026-02-21T14:23:49Z,CLOSED,ACCEPTED,ISK3,B0CM9HYVDM,FBA79109,AM-W18,Audio Array,2,1,1,0,872.72,INR,1745.44,872.72,RECEIVED
4PUES2LL,2026-01-19T01:27:42Z,2026-02-21T14:23:49Z,CLOSED,ACCEPTED,ISK3,B0BPLWW72Y,FBA76862,AM-C28,Audio Array,1,0,1,0,1074.27,INR,1074.27,1074.27,NOT_RECEIVED
4PUES2LL,2026-01-19T01:27:42Z,2026-02-21T14:23:49Z,CLOSED,ACCEPTED,ISK3,B0B4G59Y8W,FBA75689,AM-W13,Audio Array,1,0,1,0,1751.02,INR,1751.02,1751.02,NOT_RECEIVED
4PUES2LL,2026-01-19T01:27:42Z,2026-02-21T14:23:49Z,CLOSED,ACCEPTED,ISK3,B0DFMKY4TT,FBA79448,AM-W35,Audio Array,1,0,1,0,2263.05,INR,2263.05,2263.05,NOT_RECEIVED
4PUES2LL,2026-01-19T01:27:42Z,2026-02-21T14:23:49Z,CLOSED,ACCEPTED,ISK3,B0CKHVHVQ1,FBA79005,AM-W45,Audio Array,14,0,14,0,3669.85,INR,51377.9,51377.9,NOT_RECEIVED
4OJO2ZKH,2026-01-05T01:44:18Z,2026-02-07T14:32:20Z,CLOSED,ACCEPTED,ISK3,B0B4G94VP3,FBA75683,AA-03,Audio Array,4,0,4,0,333.05,INR,1332.2,1332.2,NOT_RECEIVED
4MM46PMK,2026-01-19T01:27:43Z,2026-02-21T14:25:43Z,CLOSED,ACCEPTED,ISK3,B0CKHVHVQ1,FBA79005,AM-W45,Audio Array,17,16,1,0,3669.85,INR,62387.45,3669.85,RECEIVED
4KB2NNHP,2026-03-30T02:17:26Z,2026-05-01T14:32:31Z,CLOSED,ACCEPTED,MAA4,B0FTVQQVDC,FBA79904,PB-10 (AM-C2+AI-04+AH-60-BL),Audio Array,24,0,24,0,7899.72,INR,189593.28,189593.28,NOT_RECEIVED
4KB2NNHP,2026-03-30T02:17:26Z,2026-05-01T14:32:31Z,CLOSED,ACCEPTED,MAA4,B0G53KWRVW,FBA79966,AM-Mix10,Audio Array,2,0,2,0,8389.13,INR,16778.26,16778.26,NOT_RECEIVED
4KB2NNHP,2026-03-30T02:17:26Z,2026-05-01T14:32:31Z,CLOSED,ACCEPTED,MAA4,B0B4G1HPL5,FBA75692,AM-C11,Audio Array,1,0,1,0,3564.98,INR,3564.98,3564.98,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0BQ7H7418,FBA76597,AA-06,Audio Array,19,0,19,0,933.69,INR,17740.11,17740.11,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0G39ZHDYP,FBA79959,AM-W47 Wired,Audio Array,15,0,15,0,959.11,INR,14386.65,14386.65,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0FF9R3GKK,FBA79783,AM-C47,Audio Array,1,0,1,0,2222.63,INR,2222.63,2222.63,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0CH4VCD6R,FBA77171,AC-6XL,Audio Array,22,0,22,0,412.5,INR,9075.0,9075.0,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0G53H49BS,FBA79961,AI-13,Audio Array,128,0,128,0,2020.51,INR,258625.28,258625.28,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0CH4PMR8K,FBA79009,AM-C41,Audio Array,4,0,4,0,1245.72,INR,4982.88,4982.88,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0B4G763WS,FBA75688,AM-W12,Audio Array,1,0,1,0,2935.74,INR,2935.74,2935.74,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0FG88HVQ8,FBA79813,AH-50,Audio Array,100,0,100,0,1481.53,INR,148153.0,148153.0,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0DFMLXD9S,FBA79447,AM-W34,Audio Array,1,0,1,0,2865.83,INR,2865.83,2865.83,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0G53M9258,FBA79968,AI-14,Audio Array,10,0,10,0,4893.37,INR,48933.7,48933.7,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0B4G94VP3,FBA75683,AA-03,Audio Array,9,0,9,0,333.05,INR,2997.4500000000003,2997.4500000000003,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0FJ2DT13L,FBA79825,GB-02 (AM-C43 + AI-11),Audio Array,2,0,2,0,3005.66,INR,6011.32,6011.32,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0B4DPX2J2,FBA75673,AM-C1,Audio Array,345,0,345,0,1919.45,INR,662210.25,662210.25,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0CM6NVLT9,FBA79104,AI-11,Audio Array,34,0,34,0,1087.07,INR,36960.38,36960.38,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0FJ8TSQK1,FBA79830,GB-03 (AI-12 + AM-C43),Audio Array,8,0,8,0,2935.74,INR,23485.92,23485.92,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0FQBXS6Y2,FBA79839,AH-45 BK,Audio Array,44,0,44,0,1087.07,INR,47831.079999999994,47831.079999999994,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0BLJVJ2GN,FBA76414,AA-05,Audio Array,24,0,24,0,466.53,INR,11196.72,11196.72,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0DT6T6N6B,FBA79694,AA-26,Audio Array,111,0,111,0,412.5,INR,45787.5,45787.5,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0CH4RNWJX,FBA79011,AM-C43,Audio Array,5,0,5,0,1818.39,INR,9091.95,9091.95,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0CF5SHL15,FBA78976,AA-22,Audio Array,10,0,10,0,2478.18,INR,24781.8,24781.8,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0FFB6YJM1,FBA79708,SB-01,Audio Array,25,0,25,0,959.11,INR,23977.75,23977.75,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0B4G7VWXD,FBA75684,AA-04,Audio Array,5,0,5,0,1133.9,INR,5669.5,5669.5,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0FQBX8J17,FBA79838,AH-40 SL,Audio Array,1,0,1,0,927.11,INR,927.11,927.11,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0FQBWV1ST,FBA79840,AH-60-RD,Audio Array,7,0,7,0,1548.9,INR,10842.300000000001,10842.300000000001,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0DFMQCGT1,FBA79465,AM-W21,Audio Array,1,0,1,0,2460.32,INR,2460.32,2460.32,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0B4JRQP22,FBA75679,AA-02,Audio Array,5,0,5,0,1667.8,INR,8339.0,8339.0,NOT_RECEIVED
4IOBGKAI,2026-06-01T02:09:41Z,2026-06-02T10:56:23Z,OPEN,ACCEPTED,ISK3,B0CKHVHVQ1,FBA79005,AM-W45,Audio Array,60,0,60,0,3669.85,INR,220191.0,220191.0,NOT_RECEIVED
4INCUTBD,2026-01-28T10:12:35Z,2026-02-26T14:22:52Z,CLOSED,ACCEPTED,ISK3,B0G3B152FR,FBA79960,AM-W47 Wireless,Audio Array,90,79,11,0,1481.53,INR,133337.7,16296.83,RECEIVED
4FYP3SHX,2026-05-11T02:47:57Z,2026-06-13T14:21:44Z,CLOSED,ACCEPTED,ISK3,B0BLKF46QG,FBA76723,AM-C20,Audio Array,4,0,4,0,939.91,INR,3759.64,3759.64,NOT_RECEIVED
4FYP3SHX,2026-05-11T02:47:57Z,2026-06-13T14:21:44Z,CLOSED,ACCEPTED,ISK3,B0CM9KJZWQ,FBA79106,AM-C44,Audio Array,9,8,1,0,3564.98,INR,32084.82,3564.98,RECEIVED
4FYP3SHX,2026-05-11T02:47:57Z,2026-06-13T14:21:44Z,CLOSED,ACCEPTED,ISK3,B0G2C2RCXN,FBA79967,AM-W19,Audio Array,3,0,3,0,1481.53,INR,4444.59,4444.59,NOT_RECEIVED
4FYP3SHX,2026-05-11T02:47:57Z,2026-06-13T14:21:44Z,CLOSED,ACCEPTED,ISK3,B0BPLZ5CGV,FBA76864,AI-04 Red,Audio Array,4,3,1,0,3495.06,INR,13980.24,3495.06,RECEIVED
4E4TLXUJ,2026-05-25T01:08:58Z,2026-05-25T14:27:24Z,OPEN,ACCEPTED,CCX1,B0DXFPM4N2,FBA79482,AM-S1,Audio Array,18,0,18,0,6431.5,INR,115767.0,115767.0,NOT_RECEIVED
4DQAXKSH,2026-06-15T02:39:32Z,2026-06-16T05:04:14Z,OPEN,ACCEPTED,BLR8,B0GW92316G,FBA80004,AM-W36 Pro,Audio Array,1,0,1,0,5942.1,INR,5942.1,5942.1,NOT_RECEIVED
4DQAXKSH,2026-06-15T02:39:32Z,2026-06-16T05:04:14Z,OPEN,ACCEPTED,BLR8,B0B4JRQP22,FBA75679,AA-02,Audio Array,5,0,5,0,1667.8,INR,8339.0,8339.0,NOT_RECEIVED
4C9UKW3E,2026-04-04T11:59:18Z,2026-04-23T14:28:53Z,CLOSED,ACCEPTED,ISK3,B0FVM17Q4W,FBA79909,AM-W20,Audio Array,10,0,10,0,1481.53,INR,14815.3,14815.3,NOT_RECEIVED
4C9UKW3E,2026-04-04T11:59:18Z,2026-04-23T14:28:53Z,CLOSED,ACCEPTED,ISK3,B0G2C2RCXN,FBA79967,AM-W19,Audio Array,10,0,10,0,1481.53,INR,14815.3,14815.3,NOT_RECEIVED
49YMMJBL,2026-06-08T01:43:30Z,2026-06-13T11:58:34Z,OPEN,ACCEPTED,MAA4,B0DT6T6N6B,FBA79694,AA-26,Audio Array,24,0,24,0,412.5,INR,9900.0,9900.0,NOT_RECEIVED
49YMMJBL,2026-06-08T01:43:30Z,2026-06-13T11:58:34Z,OPEN,ACCEPTED,MAA4,B0GN8RQJRG,FBA79979,AK-37-B,Audio Array,4,0,4,0,2795.91,INR,11183.64,11183.64,NOT_RECEIVED
49YMMJBL,2026-06-08T01:43:30Z,2026-06-13T11:58:34Z,OPEN,ACCEPTED,MAA4,B0FJ2DT13L,FBA79825,GB-02 (AM-C43 + AI-11),Audio Array,2,0,2,0,3005.66,INR,6011.32,6011.32,NOT_RECEIVED
49YMMJBL,2026-06-08T01:43:30Z,2026-06-13T11:58:34Z,OPEN,ACCEPTED,MAA4,B0G53M9258,FBA79968,AI-14,Audio Array,1,0,1,0,4893.37,INR,4893.37,4893.37,NOT_RECEIVED
49YMMJBL,2026-06-08T01:43:30Z,2026-06-13T11:58:34Z,OPEN,ACCEPTED,MAA4,B0GW96CQMG,FBA80005,T-835,Audio Array,1,0,1,0,7899.72,INR,7899.72,7899.72,NOT_RECEIVED
49YMMJBL,2026-06-08T01:43:30Z,2026-06-13T11:58:34Z,OPEN,ACCEPTED,MAA4,B0FG88HVQ8,FBA79813,AH-50,Audio Array,1,0,1,0,1481.53,INR,1481.53,1481.53,NOT_RECEIVED
49YMMJBL,2026-06-08T01:43:30Z,2026-06-13T11:58:34Z,OPEN,ACCEPTED,MAA4,B0GCP1J2HC,FBA79972,M8,Audio Array,7,0,7,0,5942.1,INR,41594.700000000004,41594.700000000004,NOT_RECEIVED
49YMMJBL,2026-06-08T01:43:30Z,2026-06-13T11:58:34Z,OPEN,ACCEPTED,MAA4,B0BQ7H7418,FBA76597,AA-06,Audio Array,5,0,5,0,933.69,INR,4668.450000000001,4668.450000000001,NOT_RECEIVED
49YMMJBL,2026-06-08T01:43:30Z,2026-06-13T11:58:34Z,OPEN,ACCEPTED,MAA4,B0CM9HYVDM,FBA79109,AM-W18,Audio Array,4,0,4,0,872.73,INR,3490.92,3490.92,NOT_RECEIVED
49YMMJBL,2026-06-08T01:43:30Z,2026-06-13T11:58:34Z,OPEN,ACCEPTED,MAA4,B0FLYJFC22,FBK79010,AM-C42,Audio Array,1,0,1,0,1784.71,INR,1784.71,1784.71,NOT_RECEIVED
46GHUK9B,2026-03-30T02:07:01Z,2026-05-01T14:29:06Z,CLOSED,ACCEPTED,DEL5,B0DFMQCGT1,FBA79465,AM-W21,Audio Array,1,0,1,0,2460.32,INR,2460.32,2460.32,NOT_RECEIVED
46FY8JNW,2026-02-09T01:38:05Z,2026-03-14T14:29:06Z,CLOSED,ACCEPTED,ISK3,B0FG88HVQ8,FBA79813,AH-50,Audio Array,9,4,5,0,1481.53,INR,13333.77,7407.65,RECEIVED
45Q5JK4D,2026-04-15T06:35:21Z,2026-04-30T14:28:09Z,CLOSED,ACCEPTED,ISK3,B0B4KC7VBM,FBA75677,AM-C5,Audio Array,6,4,2,0,1751.02,INR,10506.119999999999,3502.04,RECEIVED
45Q5JK4D,2026-04-15T06:35:21Z,2026-04-30T14:28:09Z,CLOSED,ACCEPTED,ISK3,B0CF5R3V95,FBA78973,AA-19,Audio Array,65,64,1,0,2535.38,INR,164799.7,2535.38,RECEIVED
45GJ2BUZ,2025-12-29T01:34:57Z,2026-02-01T14:28:22Z,CLOSED,ACCEPTED,ISK3,B0B4JRQP22,FBA75679,AA-02,Audio Array,5,3,2,0,1667.79,INR,8338.95,3335.58,RECEIVED
43IYDZQD,2026-03-30T02:07:00Z,2026-05-01T14:31:30Z,CLOSED,ACCEPTED,ISK3,B0CBCB82MT,FBA78960,AM-C39,Audio Array,1,0,1,0,1245.72,INR,1245.72,1245.72,NOT_RECEIVED
43IYDZQD,2026-03-30T02:07:00Z,2026-05-01T14:31:30Z,CLOSED,ACCEPTED,ISK3,B0FQBX8J17,FBA79838,AH-40 SL,Audio Array,6,1,5,0,927.11,INR,5562.66,4635.55,RECEIVED
3Q4LHQPF,2026-06-01T02:09:39Z,2026-06-12T08:21:34Z,OPEN,ACCEPTED,DEL5,B0CH4PMR8K,FBA79009,AM-C41,Audio Array,1,0,1,0,1245.72,INR,1245.72,1245.72,NOT_RECEIVED
3Q4LHQPF,2026-06-01T02:09:39Z,2026-06-12T08:21:34Z,OPEN,ACCEPTED,DEL5,B0GCP1J2HC,FBA79972,M8,Audio Array,17,0,17,0,5942.1,INR,101015.70000000001,101015.70000000001,NOT_RECEIVED
3PTFFX4D,2026-05-25T01:57:24Z,2026-05-25T14:10:40Z,OPEN,ACCEPTED,MAA4,B0GN8RQJRG,FBA79979,AK-37-B,Audio Array,2,0,2,0,2795.91,INR,5591.82,5591.82,NOT_RECEIVED
3PTFFX4D,2026-05-25T01:57:24Z,2026-05-25T14:10:40Z,OPEN,ACCEPTED,MAA4,B0FFB6YJM1,FBA79708,SB-01,Audio Array,4,0,4,0,959.11,INR,3836.44,3836.44,NOT_RECEIVED
3PTFFX4D,2026-05-25T01:57:24Z,2026-05-25T14:10:40Z,OPEN,ACCEPTED,MAA4,B0G4DNF8RZ,FBA79842,AM-C48,Audio Array,5,0,5,0,2586.17,INR,12930.85,12930.85,NOT_RECEIVED
3PTFFX4D,2026-05-25T01:57:24Z,2026-05-25T14:10:40Z,OPEN,ACCEPTED,MAA4,B0G53H49BS,FBA79961,AI-13,Audio Array,3,0,3,0,2020.51,INR,6061.53,6061.53,NOT_RECEIVED
3PTFFX4D,2026-05-25T01:57:24Z,2026-05-25T14:10:40Z,OPEN,ACCEPTED,MAA4,B0DT6T6N6B,FBA79694,AA-26,Audio Array,69,0,69,0,412.5,INR,28462.5,28462.5,NOT_RECEIVED
3PTFFX4D,2026-05-25T01:57:24Z,2026-05-25T14:10:40Z,OPEN,ACCEPTED,MAA4,B0G3B677Z5,FBA79969,UB-03 (AM-S1 + AA-22),Audio Array,2,0,2,0,9088.28,INR,18176.56,18176.56,NOT_RECEIVED
3PTFFX4D,2026-05-25T01:57:24Z,2026-05-25T14:10:40Z,OPEN,ACCEPTED,MAA4,B0CKHVHVQ1,FBA79005,AM-W45,Audio Array,4,0,4,0,3669.85,INR,14679.4,14679.4,NOT_RECEIVED
3PTFFX4D,2026-05-25T01:57:24Z,2026-05-25T14:10:40Z,OPEN,ACCEPTED,MAA4,B0FTVQQVDC,FBA79904,PB-10 (AM-C2+AI-04+AH-60-BL),Audio Array,3,0,3,0,7899.72,INR,23699.16,23699.16,NOT_RECEIVED
3PTFFX4D,2026-05-25T01:57:24Z,2026-05-25T14:10:40Z,OPEN,ACCEPTED,MAA4,B0GN97RFPR,FBA79848,AM-S2,Audio Array,14,0,14,0,5103.11,INR,71443.54,71443.54,NOT_RECEIVED
3PTFFX4D,2026-05-25T01:57:24Z,2026-05-25T14:10:40Z,OPEN,ACCEPTED,MAA4,B0CM6NVLT9,FBA79104,AI-11,Audio Array,3,0,3,0,1087.07,INR,3261.21,3261.21,NOT_RECEIVED
3PTFFX4D,2026-05-25T01:57:24Z,2026-05-25T14:10:40Z,OPEN,ACCEPTED,MAA4,B0BLJVJ2GN,FBA76414,AA-05,Audio Array,24,0,24,0,466.53,INR,11196.72,11196.72,NOT_RECEIVED
3PTFFX4D,2026-05-25T01:57:24Z,2026-05-25T14:10:40Z,OPEN,ACCEPTED,MAA4,B0B4G7VWXD,FBA75684,AA-04,Audio Array,5,0,5,0,1133.9,INR,5669.5,5669.5,NOT_RECEIVED
3PTFFX4D,2026-05-25T01:57:24Z,2026-05-25T14:10:40Z,OPEN,ACCEPTED,MAA4,B0BPLZ5CGV,FBA76864,AI-04 Red,Audio Array,14,0,14,0,3495.06,INR,48930.84,48930.84,NOT_RECEIVED
3KSCX76S,2026-06-01T01:25:51Z,2026-06-02T10:10:51Z,OPEN,ACCEPTED,BOM5,B0GXPBHDRF,FBA80085,M6,Audio Array,12,0,12,0,5242.94,INR,62915.28,62915.28,NOT_RECEIVED
3KSCX76S,2026-06-01T01:25:51Z,2026-06-02T10:10:51Z,OPEN,ACCEPTED,BOM5,B0CF5TCQKL,FBA78975,AA-21,Audio Array,4,0,4,0,2478.18,INR,9912.72,9912.72,NOT_RECEIVED
3IPK3BAX,2026-06-01T02:09:38Z,2026-06-02T09:19:26Z,OPEN,ACCEPTED,MAA4,B0G53H49BS,FBA79961,AI-13,Audio Array,17,0,17,0,2020.51,INR,34348.67,34348.67,NOT_RECEIVED
3IPK3BAX,2026-06-01T02:09:38Z,2026-06-02T09:19:26Z,OPEN,ACCEPTED,MAA4,B0CH4PMR8K,FBA79009,AM-C41,Audio Array,1,0,1,0,1245.72,INR,1245.72,1245.72,NOT_RECEIVED
3IPK3BAX,2026-06-01T02:09:38Z,2026-06-02T09:19:26Z,OPEN,ACCEPTED,MAA4,B0G53M9258,FBA79968,AI-14,Audio Array,1,0,1,0,4893.37,INR,4893.37,4893.37,NOT_RECEIVED
3IPK3BAX,2026-06-01T02:09:38Z,2026-06-02T09:19:26Z,OPEN,ACCEPTED,MAA4,B0FQBX8J17,FBA79838,AH-40 SL,Audio Array,7,0,7,0,927.11,INR,6489.77,6489.77,NOT_RECEIVED
3IPK3BAX,2026-06-01T02:09:38Z,2026-06-02T09:19:26Z,OPEN,ACCEPTED,MAA4,B0BPLZ5CGV,FBA76864,AI-04 Red,Audio Array,257,0,257,0,3495.06,INR,898230.42,898230.42,NOT_RECEIVED
