brand,model,sku,asin,return_units,returns_3p,returns_1p,sellable_units,unsellable_units,sellable_pct,return_pct,top_reason,last_return_at
Audio Array,AH-60-RD,FBA79840,B0FQBWV1ST,2,1,1,1,0,100.0,3.1,UNDELIVERABLE_REFUSED,2026-08-16T09:20:15+00:00
Audio Array,AH-40 SL,FBA79838,B0FQBX8J17,19,3,16,3,0,100.0,5.5,UNDELIVERABLE_REFUSED,2026-08-21T11:42:30+00:00
Audio Array,AH-45 BK,FBA79839,B0FQBXS6Y2,54,6,48,4,2,66.7,6.7,DEFECTIVE,2026-09-04T19:00:35+00:00
Audio Array,AC-3XL,FBA79820,B0FQJWWDVK,9,6,3,6,0,100.0,8.7,NOT_COMPATIBLE,2026-09-05T11:55:09+00:00
Audio Array,AA-25M,FBA79903,B0FR5DLXH9,11,11,0,8,3,72.7,20.4,UNDELIVERABLE_REFUSED,2026-09-06T08:38:20+00:00
Nexlev,PB-01,FBA79812,B0FS6TB7CP,62,62,0,41,21,66.1,31.3,DEFECTIVE,2026-09-03T11:04:12+00:00
Nexlev,MC-01,FBA79811,B0FSF1N457,26,26,0,22,4,84.6,13.7,UNDELIVERABLE_REFUSED,2026-09-02T07:58:43+00:00
Audio Array,PB-10 (AM-C2+AI-04+AH-60-BL),FBA79904,B0FTVQQVDC,8,1,7,1,0,100.0,7.1,UNDELIVERABLE_REFUSED,2026-07-12T19:38:15+00:00
Audio Array,PB-14 (AM-C43+AH-40-SL+AI-12),FBA79908,B0FTVV1QJY,5,5,0,2,3,40.0,11.1,UNDELIVERABLE_REFUSED,2026-09-04T05:51:24+00:00
Audio Array,AM-W20,FBA79909,B0FVM17Q4W,13,11,2,6,5,54.5,50.0,UNDELIVERABLE_REFUSED,2026-09-04T19:49:57+00:00
Nexlev,SC-05 SC-05 - Set of Spares,FBA79912,B0FYNKYJFN,1,1,0,0,1,0.0,100.0,MISSING_PARTS,2026-06-30T03:24:59+00:00
Audio Array,AM-W19,FBA79967,B0G2C2RCXN,3,3,0,3,0,100.0,27.3,UNDELIVERABLE_REFUSED,2026-08-09T07:27:46+00:00
Audio Array,AM-W47 Wired,FBA79959,B0G39ZHDYP,54,21,33,17,4,81.0,8.2,UNDELIVERABLE_REFUSED,2026-09-02T09:14:59+00:00
Audio Array,AM-W47 Wireless,FBA79960,B0G3B152FR,36,13,23,7,6,53.8,8.4,QUALITY_UNACCEPTABLE,2026-08-31T04:46:30+00:00
Audio Array,AM-W24,FBA79958,B0G3Q59X8C,10,1,9,1,0,100.0,10.6,UNDELIVERABLE_REFUSED,2026-08-30T10:07:42+00:00
Audio Array,AM-C48,FBA79842,B0G4DNF8RZ,5,4,1,1,3,25.0,4.4,SWITCHEROO,2026-08-04T08:04:02+00:00
Audio Array,AI-13,FBA79961,B0G53H49BS,93,18,75,16,2,88.9,10.8,QUALITY_UNACCEPTABLE,2026-09-04T09:02:32+00:00
Audio Array,AM-Mix10,FBA79966,B0G53KWRVW,15,6,9,3,3,50.0,17.6,UNDELIVERABLE_REFUSED,2026-08-21T06:58:36+00:00
Audio Array,BE-4T,FBA79962,B0G53LZNY3,11,6,5,5,1,83.3,25.6,QUALITY_UNACCEPTABLE,2026-08-13T11:08:39+00:00
Audio Array,AI-14,FBA79968,B0G53M9258,34,12,22,7,5,58.3,11.6,QUALITY_UNACCEPTABLE,2026-08-30T05:23:40+00:00
Audio Array,M8,FBA79972,B0GCP1J2HC,21,9,12,7,2,77.8,10.3,QUALITY_UNACCEPTABLE,2026-07-31T04:35:51+00:00
Audio Array,AM-S1,FBA79974,B0GD8JSPB1,8,8,0,5,3,62.5,26.7,UNDELIVERABLE_REFUSED,2026-09-01T06:54:28+00:00
Nexlev,SP-01,FBA79971,B0GGHZWMVW,76,76,0,35,41,46.1,14.4,UNDELIVERABLE_REFUSED,2026-09-06T09:06:24+00:00
Nexlev,SPM-01,FBK80015,B0GKNGWLJ2,16,16,0,6,10,37.5,59.3,UNDELIVERABLE_REFUSED,2026-09-03T03:47:15+00:00
Audio Array,AM-W22,FBA80016,B0GKPXQ8G3,6,1,5,1,0,100.0,14.3,UNDELIVERABLE_REFUSED,2026-07-07T19:35:54+00:00
Nexlev,SS-02,FBK80024,B0GLHC8CB3,8,8,0,8,0,100.0,11.9,UNDELIVERABLE_REFUSED,2026-09-05T16:05:48+00:00
Nexlev,MR-03,FBA79984,B0GM1CZC7Y,9,9,0,7,2,77.8,5.3,UNDELIVERABLE_REFUSED,2026-09-05T03:23:42+00:00
Audio Array,A3-XLR,FBA79956,B0GMPGNXX3,3,3,0,3,0,100.0,9.4,UNDELIVERABLE_REFUSED,2026-08-30T07:54:46+00:00
Nexlev,DH-01,FBA79991,B0GN85NZQN,69,69,0,52,17,75.4,15.0,UNDELIVERABLE_REFUSED,2026-09-01T09:31:34+00:00
Nexlev,CAP-05,FBA79989,B0GN86G345,10,10,0,8,2,80.0,15.9,DEFECTIVE,2026-09-03T07:25:48+00:00
Audio Array,AK-61 Neo,FBA79981,B0GN8MFDGZ,4,2,2,2,0,100.0,11.8,DEFECTIVE,2026-09-06T07:51:27+00:00
Audio Array,AK-37-W,FBA79980,B0GN8MMKY1,4,2,2,2,0,100.0,7.7,QUALITY_UNACCEPTABLE,2026-07-19T12:25:45+00:00
Audio Array,AK-61 Pro,FBA79982,B0GN8MPYPG,13,5,8,5,0,100.0,33.3,UNDELIVERABLE_REFUSED,2026-09-01T04:50:50+00:00
Audio Array,AK-37-B,FBA79979,B0GN8RQJRG,7,3,4,3,0,100.0,16.7,UNDELIVERABLE_REFUSED,2026-07-13T08:46:27+00:00
Nexlev,ST-03,FBA79993,B0GN8WW6BC,24,24,0,16,8,66.7,22.9,UNDELIVERABLE_REFUSED,2026-09-06T05:24:46+00:00
Nexlev,ST-02,FBA79992,B0GN94YDY2,13,13,0,9,4,69.2,14.3,UNDELIVERABLE_REFUSED,2026-09-05T09:21:34+00:00
Audio Array,AM-S2,FBA79848,B0GN97RFPR,63,15,48,15,0,100.0,10.0,UNDELIVERABLE_REFUSED,2026-08-24T07:17:03+00:00
Audio Array,AH-50 Ear Cushion,FBA79814,B0GNM35G8X,2,2,0,1,1,50.0,15.4,UNDELIVERABLE_UNKNOWN,2026-07-09T10:07:12+00:00
Audio Array,W5,FBA79998,B0GW8YC59C,1,1,0,1,0,100.0,50.0,UNDELIVERABLE_REFUSED,2026-06-19T06:02:58+00:00
Audio Array,AM-C49,FBA79996,B0GW8Z556N,10,8,2,6,2,75.0,13.2,DEFECTIVE,2026-08-30T07:41:44+00:00
Audio Array,AM-C52,FBA80010,B0GW8ZQRFK,4,2,2,2,0,100.0,33.3,DEFECTIVE,2026-08-29T11:55:36+00:00
Audio Array,AM-W32 Pro,FBA80003,B0GW92TTMS,1,1,0,1,0,100.0,12.5,UNDELIVERABLE_REFUSED,2026-08-12T08:08:42+00:00
Audio Array,JTG800,FBA79999,B0GW92TVVC,1,1,0,1,0,100.0,12.5,UNDELIVERABLE_REFUSED,2026-08-14T06:21:34+00:00
Audio Array,BE-4,FBA80084,B0GXP97CZG,34,18,16,16,2,88.9,19.4,DEFECTIVE,2026-09-07T05:13:26+00:00
Audio Array,M6,FBA80085,B0GXPBHDRF,26,5,21,4,1,80.0,11.6,UNDELIVERABLE_REFUSED,2026-08-31T03:47:02+00:00
Audio Array,UB-04 (AM-S2+AA-21+AI-04+AM-C2),FBA80104,B0GXY7YJWP,2,2,0,1,1,50.0,66.7,UNWANTED_ITEM,2026-07-28T05:11:26+00:00
Audio Array,PB-15 (AH-50+AM-C2+AI-04),FBA80074,B0GY827J9C,5,5,0,2,3,40.0,25.0,UNDELIVERABLE_REFUSED,2026-08-31T06:14:06+00:00
Audio Array,PB-17 (AH-40-SL+AM-C43+AI-13),FBA80076,B0GY857139,2,2,0,1,1,50.0,25.0,UNDELIVERABLE_REFUSED,2026-08-14T10:05:59+00:00
Nexlev,SC-01_Mop_Cloth,FBA80113,B0GYS6CJD9,2,2,0,0,2,0.0,7.1,MISSING_PARTS,2026-08-20T06:52:11+00:00
Audio Array,AI-13,FBA80128,B0H1H3K6B2,1,1,0,1,0,100.0,11.1,SWITCHEROO,2026-07-25T06:38:27+00:00
Audio Array,AM-S2,FBA80143,B0H1MTP2ZP,2,2,0,1,1,50.0,33.3,UNDELIVERABLE_UNKNOWN,2026-07-23T09:52:19+00:00
Audio Array,UB-06 (AM-S2+AA-22),FBA80106,B0H2FCK54H,2,2,0,1,1,50.0,40.0,UNDELIVERABLE_REFUSED,2026-07-28T08:07:56+00:00
Audio Array,AM-C5 White,FBA80142,B0H3LHF2WW,9,9,0,8,1,88.9,14.5,NOT_COMPATIBLE,2026-08-30T03:53:35+00:00
Tonor,ORCA001,,B09Z5Q194D,1,0,1,0,0,0.0,50.0,,
Audio Array,AM-C4,,B0B4DS678Q,2,0,2,0,0,0.0,7.7,,
Audio Array,AM-W12,,B0B4G763WS,5,0,5,0,0,0.0,5.4,,
Audio Array,AA-01,,B0B4G8PH2P,3,0,3,0,0,0.0,7.5,,
Audio Array,AA-03,,B0B4G94VP3,15,0,15,0,0,0.0,9.4,,
Audio Array,AA-02,,B0B4JRQP22,6,0,6,0,0,0.0,5.1,,
Tonor,TC30+,,B0BG8CJXHH,1,0,1,0,0,0.0,12.5,,
Tonor,TC30S+,,B0BRCR2QQ7,1,0,1,0,0,0.0,9.1,,
Tonor,TD510,,B0BRKFP94K,1,0,1,0,0,0.0,8.3,,
Tonor,TC-777 PRO,,B0BYHHSLPC,11,0,11,0,0,0.0,5.8,,
Audio Array,AM-C11X,,B0CBC7QMNV,1,0,1,0,0,0.0,4.3,,
Audio Array,AA-19,,B0CF5R3V95,11,0,11,0,0,0.0,4.0,,
Audio Array,AA-20,,B0CF5RRTDJ,1,0,1,0,0,0.0,2.9,,
Audio Array,AA-22,,B0CF5SHL15,1,0,1,0,0,0.0,1.3,,
Audio Array,AM-C41,,B0CH4PMR8K,2,0,2,0,0,0.0,2.3,,
Audio Array,AA-25,,B0CJR76Y7G,3,0,3,0,0,0.0,2.6,,
Audio Array,AM-C45,,B0D3LZWTHV,1,0,1,0,0,0.0,2.0,,
Audio Array,AA-19WL,,B0D3Q2T5XX,2,0,2,0,0,0.0,11.1,,
Audio Array,AM-W34,,B0DFMLXD9S,2,0,2,0,0,0.0,4.9,,
Audio Array,AM-C11 Pro,,B0DN6MNS1X,1,0,1,0,0,0.0,3.2,,
Audio Array,AM-C47,,B0FF9R3GKK,3,0,3,0,0,0.0,8.1,,
Audio Array,"UB-01 (AI-04, AM-S1, AA-21, AM-C2)",,B0FJ2JJZL3,1,0,1,0,0,0.0,16.7,,
Audio Array,PB-03 (AI-04 Red + AM-C11 x 2),,B0FJ8S5XJ8,3,0,3,0,0,0.0,60.0,,
Audio Array,PB-06 (AA-05 + AM-C44 + AI-04),,B0FJ8TWCQZ,1,0,1,0,0,0.0,25.0,,
Audio Array,PB-09 (AM-C45 + AI-06 + AA-05),,B0FN7FYZM3,2,0,2,0,0,0.0,40.0,,
Audio Array,PB-12 (AM-C11+AA-05+AI-04+AH-60-RD),,B0FTVVLNS9,3,0,3,0,0,0.0,12.5,,
Audio Array,AM-W23,,B0G3Q517Y2,11,0,11,0,0,0.0,12.2,,
Audio Array,AM-Pro8,,B0G53CB72D,1,0,1,0,0,0.0,25.0,,
Audio Array,AM-Pro12,,B0G53KWRWH,1,0,1,0,0,0.0,20.0,,
Audio Array,MT-12,,B0GN2LHJY4,2,0,2,0,0,0.0,4.4,,
Audio Array,AM-W36 Pro,,B0GW92316G,7,0,7,0,0,0.0,21.2,,
